API,lon,lat,porosity,depth_m
3042318,-119.792287,35.689902,0.45,192.6336
3043485,-119.79702,35.69292,0.45,163.3728
3043485,-119.79702,35.69292,0.45,176.784
3048800,-119.763368,35.650838,0.45,296.2656
3054362,-119.79065,35.686164,0.45,80.772
2965110,-119.78553,35.682088,0.449,122.5296
2965110,-119.78553,35.682088,0.449,55.7784
2965742,-119.758383,35.66464,0.449,71.9328
3003280,-119.771291,35.670319,0.449,137.7696
3003280,-119.771291,35.670319,0.449,224.1804
3003280,-119.771291,35.670319,0.449,368.808
3005675,-119.774174,35.672383,0.449,263.0424
3012654,-119.761961,35.653615,0.449,100.7364
3012654,-119.761961,35.653615,0.449,273.558
3012654,-119.761961,35.653615,0.449,274.1676
3012654,-119.761961,35.653615,0.449,390.906
3016932,-119.753739,35.645631,0.449,168.0972
3016932,-119.753739,35.645631,0.449,169.3164
3016932,-119.753739,35.645631,0.449,170.2308
3016932,-119.753739,35.645631,0.449,176.9364
3016932,-119.753739,35.645631,0.449,191.5668
3016932,-119.753739,35.645631,0.449,193.0908
3018564,-119.789922,35.689024,0.449,224.3328
3022253,-119.80497,35.702535,0.449,198.4248
3024045,-119.77015,35.664272,0.449,192.3288
3037839,-119.810781,35.704511,0.449,131.064
3038057,-119.7966846,35.69089914,0.449,132.8928
3038131,-119.794049,35.68888294,0.449,64.008
3038162,-119.8139816,35.71101128,0.449,65.2272
3043485,-119.79702,35.69292,0.449,121.92
3043485,-119.79702,35.69292,0.449,162.7632
3044742,-119.812413,35.706208,0.449,85.0392
3048800,-119.763368,35.650838,0.449,300.228
3053732,-119.7895,35.685268,0.449,59.436
2965110,-119.78553,35.682088,0.448,112.1664
2965110,-119.78553,35.682088,0.448,340.1568
2980686,-119.77397,35.671468,0.448,91.44
3007192,-119.73758,35.61775,0.448,556.26
3011557,-119.77511,35.674278,0.448,99.3648
3016932,-119.753739,35.645631,0.448,169.0116
3016932,-119.753739,35.645631,0.448,192.1764
3038131,-119.794049,35.68888294,0.448,60.3504
3038131,-119.794049,35.68888294,0.448,204.8256
3038162,-119.8139816,35.71101128,0.448,78.0288
3043534,-119.793267,35.68988,0.448,77.724
2952662,-119.777576,35.676499,0.447,336.804
2980686,-119.77397,35.671468,0.447,82.4484
2980686,-119.77397,35.671468,0.447,84.8868
3003280,-119.771291,35.670319,0.447,367.1316
3003280,-119.771291,35.670319,0.447,370.332
3005673,-119.77291,35.672123,0.447,137.7696
3005675,-119.774174,35.672383,0.447,145.0848
3005675,-119.774174,35.672383,0.447,258.1656
3007192,-119.73758,35.61775,0.447,582.168
3012654,-119.761961,35.653615,0.447,97.0788
3012654,-119.761961,35.653615,0.447,104.394
3012654,-119.761961,35.653615,0.447,321.1068
3012654,-119.761961,35.653615,0.447,328.1172
3016932,-119.753739,35.645631,0.447,162.306
3016932,-119.753739,35.645631,0.447,170.5356
3038056,-119.8095157,35.70445877,0.447,69.7992
3038057,-119.7966846,35.69089914,0.447,120.0912
3038163,-119.8128095,35.71497521,0.447,50.5968
3042311,-119.794643,35.691886,0.447,103.9368
3044749,-119.786814,35.683851,0.447,89.6112
2952662,-119.777576,35.676499,0.446,541.9344
2965110,-119.78553,35.682088,0.446,62.1792
2970956,-119.730669,35.625057,0.446,269.1384
2980686,-119.77397,35.671468,0.446,341.376
3002808,-119.771849,35.673545,0.446,87.7824
3003280,-119.771291,35.670319,0.446,137.922
3003280,-119.771291,35.670319,0.446,197.02272
3003280,-119.771291,35.670319,0.446,292.7604
3005675,-119.774174,35.672383,0.446,73.152
3005675,-119.774174,35.672383,0.446,161.2392
3007192,-119.73758,35.61775,0.446,633.222
3007192,-119.73758,35.61775,0.446,650.5956
3012140,-119.775735,35.674087,0.446,89.916
3012654,-119.761961,35.653615,0.446,96.19488
3012654,-119.761961,35.653615,0.446,102.5652
3012654,-119.761961,35.653615,0.446,108.966
3012654,-119.761961,35.653615,0.446,332.96352
3016932,-119.753739,35.645631,0.446,168.402
3034265,-119.800136,35.707628,0.446,46.3296
3042314,-119.79455,35.690961,0.446,79.248
3042317,-119.793996,35.68973,0.446,155.1432
3043534,-119.793267,35.68988,0.446,90.5256
3044749,-119.786814,35.683851,0.446,119.7864
3053732,-119.7895,35.685268,0.446,79.248
3054362,-119.79065,35.686164,0.446,72.5424
3054362,-119.79065,35.686164,0.446,78.0288
2951419,-119.772317,35.667468,0.445,52.1208
2951419,-119.772317,35.667468,0.445,52.7304
2952662,-119.777576,35.676499,0.445,373.9896
2958478,-119.743823,35.63615,0.445,224.3328
2965110,-119.78553,35.682088,0.445,69.1896
3012654,-119.761961,35.653615,0.445,106.5276
3012654,-119.761961,35.653615,0.445,146.1516
3012654,-119.761961,35.653615,0.445,392.1252
3016932,-119.753739,35.645631,0.445,163.2204
3016932,-119.753739,35.645631,0.445,172.974
3018564,-119.789922,35.689024,0.445,234.0864
3024045,-119.77015,35.664272,0.445,88.0872
3037839,-119.810781,35.704511,0.445,41.7576
3038131,-119.794049,35.68888294,0.445,78.6384
3042314,-119.79455,35.690961,0.445,60.96
3042317,-119.793996,35.68973,0.445,82.296
3042318,-119.792287,35.689902,0.445,73.152
3043530,-119.795242,35.691592,0.445,71.9328
3043534,-119.793267,35.68988,0.445,168.8592
3044749,-119.786814,35.683851,0.445,66.4464
3044749,-119.786814,35.683851,0.445,91.44
2965110,-119.78553,35.682088,0.444,388.62
2965110,-119.78553,35.682088,0.444,62.7888
2965110,-119.78553,35.682088,0.444,60.96
2970956,-119.730669,35.625057,0.444,269.748
2980686,-119.77397,35.671468,0.444,137.16
2980686,-119.77397,35.671468,0.444,225.552
3003280,-119.771291,35.670319,0.444,130.6068
3003280,-119.771291,35.670319,0.444,190.3476
3003280,-119.771291,35.670319,0.444,286.9692
3005675,-119.774174,35.672383,0.444,199.3392
3012654,-119.761961,35.653615,0.444,107.1372
3012654,-119.761961,35.653615,0.444,122.0724
3012654,-119.761961,35.653615,0.444,124.5108
3012654,-119.761961,35.653615,0.444,331.13472
3016932,-119.753739,35.645631,0.444,192.4812
3018564,-119.789922,35.689024,0.444,448.056
3024045,-119.77015,35.664272,0.444,451.104
3034286,-119.787819,35.69991,0.444,90.5256
3038057,-119.7966846,35.69089914,0.444,194.7672
3038162,-119.8139816,35.71101128,0.444,81.3816
3044749,-119.786814,35.683851,0.444,84.7344
3044749,-119.786814,35.683851,0.444,86.868
2965110,-119.78553,35.682088,0.443,61.2648
3003280,-119.771291,35.670319,0.443,134.2644
3003280,-119.771291,35.670319,0.443,372.0084
3005188,-119.772625,35.671204,0.443,98.4504
3005673,-119.77291,35.672123,0.443,100.584
3011557,-119.77511,35.674278,0.443,99.9744
3012654,-119.761961,35.653615,0.443,101.346
3012654,-119.761961,35.653615,0.443,103.1748
3012654,-119.761961,35.653615,0.443,271.7292
3016932,-119.753739,35.645631,0.443,169.6212
3016932,-119.753739,35.645631,0.443,177.2412
3016932,-119.753739,35.645631,0.443,191.8716
3022253,-119.80497,35.702535,0.443,137.16
3032615,-119.804834,35.698862,0.443,196.9008
3034286,-119.787819,35.69991,0.443,88.392
3042318,-119.792287,35.689902,0.443,100.584
3044742,-119.812413,35.706208,0.443,123.1392
3053732,-119.7895,35.685268,0.443,80.772
2951419,-119.772317,35.667468,0.442,87.1728
2970956,-119.730669,35.625057,0.442,269.4432
2980686,-119.77397,35.671468,0.442,77.5716
3003280,-119.771291,35.670319,0.442,227.5332
3003280,-119.771291,35.670319,0.442,289.1028
3005674,-119.772405,35.670232,0.442,95.0976
3005675,-119.774174,35.672383,0.442,135.636
3012140,-119.775735,35.674087,0.442,80.772
3012654,-119.761961,35.653615,0.442,115.3668
3012654,-119.761961,35.653615,0.442,272.6436
3016932,-119.753739,35.645631,0.442,160.4772
3016932,-119.753739,35.645631,0.442,162.0012
3016932,-119.753739,35.645631,0.442,166.2684
3034261,-119.774349,35.687581,0.442,68.8848
3038162,-119.8139816,35.71101128,0.442,79.8576
3043534,-119.793267,35.68988,0.442,184.0992
3044749,-119.786814,35.683851,0.442,190.1952
2951419,-119.772317,35.667468,0.441,68.58
2951419,-119.772317,35.667468,0.441,70.4088
2951419,-119.772317,35.667468,0.441,82.9056
2951419,-119.772317,35.667468,0.441,88.0872
2951419,-119.772317,35.667468,0.441,92.0496
2965110,-119.78553,35.682088,0.441,422.148
2970956,-119.730669,35.625057,0.441,262.128
2970956,-119.730669,35.625057,0.441,270.9672
2980686,-119.77397,35.671468,0.441,294.7416
2980686,-119.77397,35.671468,0.441,72.6948
3001075,-119.771035,35.673243,0.441,120.7008
3003280,-119.771291,35.670319,0.441,137.16
3005675,-119.774174,35.672383,0.441,163.9824
3007192,-119.73758,35.61775,0.441,622.2492
3012654,-119.761961,35.653615,0.441,96.774
3012654,-119.761961,35.653615,0.441,341.80272
3016932,-119.753739,35.645631,0.441,158.9532
3016932,-119.753739,35.645631,0.441,162.9156
3016932,-119.753739,35.645631,0.441,167.7924
3016932,-119.753739,35.645631,0.441,172.6692
3016932,-119.753739,35.645631,0.441,194.9196
3034593,-119.791628,35.702109,0.441,85.9536
3037839,-119.810781,35.704511,0.441,181.356
3042317,-119.793996,35.68973,0.441,148.7424
2951419,-119.772317,35.667468,0.44,65.532
2951419,-119.772317,35.667468,0.44,89.3064
2952267,-119.75464,35.649282,0.44,478.536
2952662,-119.777576,35.676499,0.44,484.0224
2958478,-119.743823,35.63615,0.44,220.6752
2961362,-119.784408,35.685615,0.44,267.6144
2963902,-119.760213,35.66018,0.44,449.58
2965889,-119.724836,35.58974,0.44,1390.4976
2970956,-119.730669,35.625057,0.44,266.0904
3003280,-119.771291,35.670319,0.44,132.1308
3003280,-119.771291,35.670319,0.44,132.7404
3003280,-119.771291,35.670319,0.44,133.35
3003280,-119.771291,35.670319,0.44,137.6172
3003280,-119.771291,35.670319,0.44,224.79
3003280,-119.771291,35.670319,0.44,288.4932
3003280,-119.771291,35.670319,0.44,320.802
3003280,-119.771291,35.670319,0.44,326.5932
3003280,-119.771291,35.670319,0.44,327.2028
3005188,-119.772625,35.671204,0.44,138.3792
3007192,-119.73758,35.61775,0.44,633.8316
3011557,-119.77511,35.674278,0.44,73.7616
3012654,-119.761961,35.653615,0.44,97.9932
3012654,-119.761961,35.653615,0.44,115.062
3016932,-119.753739,35.645631,0.44,174.498
3016932,-119.753739,35.645631,0.44,194.0052
3038131,-119.794049,35.68888294,0.44,71.0184
3038131,-119.794049,35.68888294,0.44,149.352
3038162,-119.8139816,35.71101128,0.44,74.3712
3042317,-119.793996,35.68973,0.44,91.44
3053732,-119.7895,35.685268,0.44,60.96
3053732,-119.7895,35.685268,0.44,76.2
3054362,-119.79065,35.686164,0.44,99.06
2951419,-119.772317,35.667468,0.439,51.5112
2951419,-119.772317,35.667468,0.439,71.0184
2951419,-119.772317,35.667468,0.439,93.5736
2965110,-119.78553,35.682088,0.439,61.5696
2972286,-119.748393,35.64041,0.439,333.4512
3001075,-119.771035,35.673243,0.439,159.1056
3003280,-119.771291,35.670319,0.439,132.4356
3003280,-119.771291,35.670319,0.439,197.93712
3003280,-119.771291,35.670319,0.439,321.4116
3003280,-119.771291,35.670319,0.439,129.8448
3005188,-119.772625,35.671204,0.439,115.2144
3005675,-119.774174,35.672383,0.439,189.8904
3007192,-119.73758,35.61775,0.439,650.2908
3007192,-119.73758,35.61775,0.439,644.652
3012654,-119.761961,35.653615,0.439,101.0412
3012654,-119.761961,35.653615,0.439,108.0516
3012654,-119.761961,35.653615,0.439,113.2332
3012654,-119.761961,35.653615,0.439,139.446
3016932,-119.753739,35.645631,0.439,158.6484
3016932,-119.753739,35.645631,0.439,160.1724
3016932,-119.753739,35.645631,0.439,161.3916
3016932,-119.753739,35.645631,0.439,165.6588
3016932,-119.753739,35.645631,0.439,169.926
3021535,-119.781572,35.68366,0.439,797.3568
3034286,-119.787819,35.69991,0.439,81.9912
3038162,-119.8139816,35.71101128,0.439,40.2336
3038164,-119.8072793,35.71496014,0.439,68.58
3042314,-119.79455,35.690961,0.439,168.2496
3044749,-119.786814,35.683851,0.439,57.3024
2950608,-119.750448,35.650961,0.438,401.1168
2951419,-119.772317,35.667468,0.438,54.2544
2951419,-119.772317,35.667468,0.438,74.3712
2952662,-119.777576,35.676499,0.438,409.3464
2963902,-119.760213,35.66018,0.438,525.1704
2965748,-119.758713,35.66412,0.438,69.7992
2965889,-119.724836,35.58974,0.438,1295.4
2970956,-119.730669,35.625057,0.438,271.272
2972286,-119.748393,35.64041,0.438,364.5408
2980686,-119.77397,35.671468,0.438,270.6624
3003280,-119.771291,35.670319,0.438,129.9972
3003280,-119.771291,35.670319,0.438,130.302
3003280,-119.771291,35.670319,0.438,288.798
3003280,-119.771291,35.670319,0.438,290.0172
3003280,-119.771291,35.670319,0.438,224.028
3005188,-119.772625,35.671204,0.438,99.9744
3005673,-119.77291,35.672123,0.438,102.108
3012654,-119.761961,35.653615,0.438,316.992
3012654,-119.761961,35.653615,0.438,103.4796
3012654,-119.761961,35.653615,0.438,105.918
3012654,-119.761961,35.653615,0.438,109.5756
3016932,-119.753739,35.645631,0.438,154.686
3016932,-119.753739,35.645631,0.438,157.4292
3034264,-119.802826,35.709239,0.438,35.9664
3037839,-119.810781,35.704511,0.438,39.624
3037843,-119.810025,35.70207523,0.438,112.776
3042318,-119.792287,35.689902,0.438,193.2432
3048800,-119.763368,35.650838,0.438,303.8856
2951419,-119.772317,35.667468,0.437,90.8304
2952662,-119.777576,35.676499,0.437,276.7584
2965110,-119.78553,35.682088,0.437,61.8744
3001075,-119.771035,35.673243,0.437,144.78
3003280,-119.771291,35.670319,0.437,137.3124
3003280,-119.771291,35.670319,0.437,227.838
3003280,-119.771291,35.670319,0.437,224.028
3005673,-119.77291,35.672123,0.437,136.2456
3007192,-119.73758,35.61775,0.437,641.1468
3012654,-119.761961,35.653615,0.437,195.6816
3012654,-119.761961,35.653615,0.437,96.4692
3012654,-119.761961,35.653615,0.437,330.22032
3012654,-119.761961,35.653615,0.437,330.89088
3012654,-119.761961,35.653615,0.437,337.90128
3016932,-119.753739,35.645631,0.437,167.4876
3016932,-119.753739,35.645631,0.437,168.7068
3016932,-119.753739,35.645631,0.437,190.6524
3016932,-119.753739,35.645631,0.437,194.6148
3022253,-119.80497,35.702535,0.437,228.6
3034264,-119.802826,35.709239,0.437,70.7136
3038162,-119.8139816,35.71101128,0.437,80.4672
3042314,-119.79455,35.690961,0.437,57.912
3043481,-119.795307,35.692463,0.437,174.6504
3054362,-119.79065,35.686164,0.437,65.2272
2951419,-119.772317,35.667468,0.436,58.5216
2951419,-119.772317,35.667468,0.436,68.2752
2951419,-119.772317,35.667468,0.436,76.5048
2951419,-119.772317,35.667468,0.436,84.7344
2958478,-119.743823,35.63615,0.436,224.9424
2965748,-119.758713,35.66412,0.436,65.532
2974685,-119.752773,35.66561,0.436,132.8928
2980686,-119.77397,35.671468,0.436,219.456
3003280,-119.771291,35.670319,0.436,131.826
3003280,-119.771291,35.670319,0.436,263.4996
3003280,-119.771291,35.670319,0.436,135.636
3005188,-119.772625,35.671204,0.436,96.3168
3007192,-119.73758,35.61775,0.436,649.0716
3012654,-119.761961,35.653615,0.436,106.2228
3012654,-119.761961,35.653615,0.436,271.18056
3016932,-119.753739,35.645631,0.436,161.0868
3016932,-119.753739,35.645631,0.436,164.7444
3016932,-119.753739,35.645631,0.436,172.3644
3016932,-119.753739,35.645631,0.436,173.5836
3016932,-119.753739,35.645631,0.436,193.3956
3016932,-119.753739,35.645631,0.436,194.31
3016932,-119.753739,35.645631,0.436,196.4436
3018564,-119.789922,35.689024,0.436,345.3384
3022253,-119.80497,35.702535,0.436,111.252
3034264,-119.802826,35.709239,0.436,38.4048
3038057,-119.7966846,35.69089914,0.436,233.4768
3042314,-119.79455,35.690961,0.436,170.688
3042317,-119.793996,35.68973,0.436,84.1248
3042318,-119.792287,35.689902,0.436,185.0136
3043534,-119.793267,35.68988,0.436,60.96
2958474,-119.744863,35.63973,0.436,264.5664
2951419,-119.772317,35.667468,0.435,74.9808
2952662,-119.777576,35.676499,0.435,405.6888
2965110,-119.78553,35.682088,0.435,63.0936
2965110,-119.78553,35.682088,0.435,57.912
3003280,-119.771291,35.670319,0.435,194.0052
3005673,-119.77291,35.672123,0.435,137.4648
3007192,-119.73758,35.61775,0.435,633.5268
3011557,-119.77511,35.674278,0.435,263.9568
3012654,-119.761961,35.653615,0.435,196.9008
3012654,-119.761961,35.653615,0.435,115.6716
3012654,-119.761961,35.653615,0.435,119.66448
3012654,-119.761961,35.653615,0.435,272.3388
3012654,-119.761961,35.653615,0.435,327.2028
3018564,-119.789922,35.689024,0.435,42.0624
3024045,-119.77015,35.664272,0.435,84.1248
3024045,-119.77015,35.664272,0.435,109.728
3037843,-119.810025,35.70207523,0.435,45.72
3038131,-119.794049,35.68888294,0.435,78.3336
3042318,-119.792287,35.689902,0.435,177.0888
3043485,-119.79702,35.69292,0.435,163.6776
2951419,-119.772317,35.667468,0.434,49.6824
2951419,-119.772317,35.667468,0.434,57.6072
2951419,-119.772317,35.667468,0.434,85.9536
2951419,-119.772317,35.667468,0.434,91.1352
2951419,-119.772317,35.667468,0.434,101.8032
2970956,-119.730669,35.625057,0.434,268.5288
3003280,-119.771291,35.670319,0.434,133.0452
3003280,-119.771291,35.670319,0.434,228.11232
3005675,-119.774174,35.672383,0.434,114.9096
3005675,-119.774174,35.672383,0.434,130.4544
3005675,-119.774174,35.672383,0.434,209.0928
3011557,-119.77511,35.674278,0.434,98.1456
3012140,-119.775735,35.674087,0.434,85.9536
3012654,-119.761961,35.653615,0.434,103.7844
3012654,-119.761961,35.653615,0.434,120.2436
3012654,-119.761961,35.653615,0.434,120.8532
3016932,-119.753739,35.645631,0.434,159.8676
3016932,-119.753739,35.645631,0.434,160.782
3018564,-119.789922,35.689024,0.434,288.6456
3034264,-119.802826,35.709239,0.434,81.6864
3038131,-119.794049,35.68888294,0.434,154.8384
3038162,-119.8139816,35.71101128,0.434,77.4192
3038162,-119.8139816,35.71101128,0.434,82.6008
3042314,-119.79455,35.690961,0.434,157.8864
3042317,-119.793996,35.68973,0.434,67.056
3043486,-119.796355,35.692524,0.434,144.4752
3043530,-119.795242,35.691592,0.434,74.3712
2951419,-119.772317,35.667468,0.433,105.4608
2958472,-119.746793,35.636491,0.433,257.556
2961362,-119.784408,35.685615,0.433,73.152
2965110,-119.78553,35.682088,0.433,55.1688
3003280,-119.771291,35.670319,0.433,198.24192
3003280,-119.771291,35.670319,0.433,199.7964
3003280,-119.771291,35.670319,0.433,207.38592
3003280,-119.771291,35.670319,0.433,207.69072
3003280,-119.771291,35.670319,0.433,228.4476
3003280,-119.771291,35.670319,0.433,261.9756
3005674,-119.772405,35.670232,0.433,129.8448
3005675,-119.774174,35.672383,0.433,273.1008
3007192,-119.73758,35.61775,0.433,651.2052
3012654,-119.761961,35.653615,0.433,97.3836
3012654,-119.761961,35.653615,0.433,105.6132
3012654,-119.761961,35.653615,0.433,126.91872
3016932,-119.753739,35.645631,0.433,191.262
3022253,-119.80497,35.702535,0.433,374.904
3034286,-119.787819,35.69991,0.433,91.1352
3038057,-119.7966846,35.69089914,0.433,139.2936
3042317,-119.793996,35.68973,0.433,68.58
3042317,-119.793996,35.68973,0.433,71.0184
3042317,-119.793996,35.68973,0.433,79.8576
3043534,-119.793267,35.68988,0.433,370.332
3044749,-119.786814,35.683851,0.433,282.8544
3053732,-119.7895,35.685268,0.433,65.532
2951419,-119.772317,35.667468,0.432,59.1312
2951419,-119.772317,35.667468,0.432,69.1896
2951419,-119.772317,35.667468,0.432,70.7136
2951419,-119.772317,35.667468,0.432,104.8512
2963902,-119.760213,35.66018,0.432,514.8072
2965110,-119.78553,35.682088,0.432,58.5216
2965748,-119.758713,35.66412,0.432,84.1248
2972286,-119.748393,35.64041,0.432,371.856
2980686,-119.77397,35.671468,0.432,378.5616
3003280,-119.771291,35.670319,0.432,225.0948
3007192,-119.73758,35.61775,0.432,632.9172
3012140,-119.775735,35.674087,0.432,73.152
3012654,-119.761961,35.653615,0.432,52.1208
3016932,-119.753739,35.645631,0.432,165.9636
3043482,-119.793662,35.691535,0.432,120.7008
3044749,-119.786814,35.683851,0.432,58.5216
3022252,-119.806959,35.704389,0.432,68.58
3022252,-119.806959,35.704389,0.432,70.104
2951419,-119.772317,35.667468,0.431,54.864
2951419,-119.772317,35.667468,0.431,74.676
2951419,-119.772317,35.667468,0.431,81.0768
2951419,-119.772317,35.667468,0.431,89.0016
2952267,-119.75464,35.649282,0.431,437.6928
2958478,-119.743823,35.63615,0.431,197.8152
2963902,-119.760213,35.66018,0.431,707.136
2965110,-119.78553,35.682088,0.431,56.0832
2965748,-119.758713,35.66412,0.431,68.2752
2965889,-119.724836,35.58974,0.431,1306.068
2970956,-119.730669,35.625057,0.431,271.8816
2980686,-119.77397,35.671468,0.431,75.7428
3003280,-119.771291,35.670319,0.431,201.89952
3003280,-119.771291,35.670319,0.431,259.2324
3005188,-119.772625,35.671204,0.431,98.1456
3005675,-119.774174,35.672383,0.431,116.1288
3011557,-119.77511,35.674278,0.431,97.2312
3012654,-119.761961,35.653615,0.431,97.6884
3012654,-119.761961,35.653615,0.431,100.37064
3012654,-119.761961,35.653615,0.431,120.5484
3012654,-119.761961,35.653615,0.431,138.2268
3012654,-119.761961,35.653615,0.431,143.1036
3016930,-119.753634,35.650313,0.431,123.1392
3016932,-119.753739,35.645631,0.431,157.734
3016932,-119.753739,35.645631,0.431,158.0388
3016932,-119.753739,35.645631,0.431,159.258
3016932,-119.753739,35.645631,0.431,161.6964
3037926,-119.8018388,35.69067844,0.431,156.6672
3038131,-119.794049,35.68888294,0.431,69.1896
3038162,-119.8139816,35.71101128,0.431,64.008
3042317,-119.793996,35.68973,0.431,124.968
3042318,-119.792287,35.689902,0.431,129.2352
2951419,-119.772317,35.667468,0.43,51.816
2951419,-119.772317,35.667468,0.43,76.2
2951419,-119.772317,35.667468,0.43,85.6488
2951419,-119.772317,35.667468,0.43,88.392
2951419,-119.772317,35.667468,0.43,92.964
2952662,-119.777576,35.676499,0.43,526.9992
2963902,-119.760213,35.66018,0.43,170.0784
2963902,-119.760213,35.66018,0.43,608.9904
2965110,-119.78553,35.682088,0.43,54.864
2980686,-119.77397,35.671468,0.43,177.3936
3003280,-119.771291,35.670319,0.43,195.19392
3003280,-119.771291,35.670319,0.43,196.10832
3003280,-119.771291,35.670319,0.43,286.6644
3003280,-119.771291,35.670319,0.43,289.4076
3003280,-119.771291,35.670319,0.43,289.7124
3012654,-119.761961,35.653615,0.43,102.87
3012654,-119.761961,35.653615,0.43,121.158
3016932,-119.753739,35.645631,0.43,162.6108
3016932,-119.753739,35.645631,0.43,196.1388
3018564,-119.789922,35.689024,0.43,447.1416
3022253,-119.80497,35.702535,0.43,201.7776
3022253,-119.80497,35.702535,0.43,281.94
3024045,-119.77015,35.664272,0.43,159.7152
3024045,-119.77015,35.664272,0.43,419.1
3037926,-119.8018388,35.69067844,0.43,170.0784
3038131,-119.794049,35.68888294,0.43,65.8368
3038163,-119.8128095,35.71497521,0.43,59.7408
3043482,-119.793662,35.691535,0.43,95.0976
3048800,-119.763368,35.650838,0.43,190.8048
2951419,-119.772317,35.667468,0.429,57.912
2951419,-119.772317,35.667468,0.429,59.436
2951419,-119.772317,35.667468,0.429,69.4944
2951419,-119.772317,35.667468,0.429,73.4568
2952662,-119.777576,35.676499,0.429,555.9552
2965742,-119.758383,35.66464,0.429,162.1536
2980686,-119.77397,35.671468,0.429,83.058
3003280,-119.771291,35.670319,0.429,129.6924
3003280,-119.771291,35.670319,0.429,136.398
3003280,-119.771291,35.670319,0.429,197.6628
3003280,-119.771291,35.670319,0.429,198.882
3003280,-119.771291,35.670319,0.429,200.7108
3003280,-119.771291,35.670319,0.429,203.72832
3003280,-119.771291,35.670319,0.429,204.978
3003280,-119.771291,35.670319,0.429,259.842
3003280,-119.771291,35.670319,0.429,288.1884
3005673,-119.77291,35.672123,0.429,97.536
3012654,-119.761961,35.653615,0.429,139.7508
3012654,-119.761961,35.653615,0.429,140.97
3012654,-119.761961,35.653615,0.429,142.7988
3012654,-119.761961,35.653615,0.429,391.2108
3016932,-119.753739,35.645631,0.429,166.5732
3016932,-119.753739,35.645631,0.429,190.9572
3024045,-119.77015,35.664272,0.429,187.1472
3037839,-119.810781,35.704511,0.429,167.64
3038057,-119.7966846,35.69089914,0.429,131.9784
3042314,-119.79455,35.690961,0.429,153.0096
3043485,-119.79702,35.69292,0.429,140.208
3043486,-119.796355,35.692524,0.429,150.5712
3044742,-119.812413,35.706208,0.429,182.88
3044749,-119.786814,35.683851,0.429,177.3936
3053732,-119.7895,35.685268,0.429,57.912
2951419,-119.772317,35.667468,0.428,70.104
2951419,-119.772317,35.667468,0.428,91.7448
2951419,-119.772317,35.667468,0.428,92.3544
2952267,-119.75464,35.649282,0.428,430.9872
2952662,-119.777576,35.676499,0.428,293.5224
2958472,-119.746793,35.636491,0.428,227.9904
2965110,-119.78553,35.682088,0.428,346.2528
2965110,-119.78553,35.682088,0.428,59.436
2970956,-119.730669,35.625057,0.428,267.6144
3003280,-119.771291,35.670319,0.428,136.7028
3003280,-119.771291,35.670319,0.428,201.6252
3003280,-119.771291,35.670319,0.428,290.322
3003280,-119.771291,35.670319,0.428,326.2884
3003280,-119.771291,35.670319,0.428,135.636
3007192,-119.73758,35.61775,0.428,651.51
3011557,-119.77511,35.674278,0.428,98.7552
3012654,-119.761961,35.653615,0.428,98.298
3012654,-119.761961,35.653615,0.428,112.9284
3012654,-119.761961,35.653615,0.428,114.1476
3012654,-119.761961,35.653615,0.428,114.4524
3012654,-119.761961,35.653615,0.428,337.01736
3016932,-119.753739,35.645631,0.428,166.878
3016932,-119.753739,35.645631,0.428,179.3748
3016932,-119.753739,35.645631,0.428,195.5292
3036127,-119.806099,35.709212,0.428,59.436
3038164,-119.8072793,35.71496014,0.428,73.7616
3038164,-119.8072793,35.71496014,0.428,77.4192
3042311,-119.794643,35.691886,0.428,128.016
3042318,-119.792287,35.689902,0.428,89.916
3043534,-119.793267,35.68988,0.428,59.436
3043534,-119.793267,35.68988,0.428,92.3544
3044742,-119.812413,35.706208,0.428,161.544
2978457,-119.679281,35.55848,0.428,1605.3816
2951419,-119.772317,35.667468,0.427,71.628
2951419,-119.772317,35.667468,0.427,81.6864
2951419,-119.772317,35.667468,0.427,92.6592
2951419,-119.772317,35.667468,0.427,98.4504
2958472,-119.746793,35.636491,0.427,251.46
2958475,-119.745673,35.635161,0.427,252.984
2961362,-119.784408,35.685615,0.427,419.7096
2965748,-119.758713,35.66412,0.427,70.104
2980686,-119.77397,35.671468,0.427,201.168
3003280,-119.771291,35.670319,0.427,191.53632
3003280,-119.771291,35.670319,0.427,194.27952
3003280,-119.771291,35.670319,0.427,198.5772
3003280,-119.771291,35.670319,0.427,202.5396
3007192,-119.73758,35.61775,0.427,640.5372
3012140,-119.775735,35.674087,0.427,71.3232
3012654,-119.761961,35.653615,0.427,341.2236
3016932,-119.753739,35.645631,0.427,159.5628
3016932,-119.753739,35.645631,0.427,167.1828
3016932,-119.753739,35.645631,0.427,179.07
3016932,-119.753739,35.645631,0.427,179.6796
3034286,-119.787819,35.69991,0.427,79.8576
3038057,-119.7966846,35.69089914,0.427,183.1848
3038131,-119.794049,35.68888294,0.427,154.2288
3038162,-119.8139816,35.71101128,0.427,62.1792
3042311,-119.794643,35.691886,0.427,95.7072
3043481,-119.795307,35.692463,0.427,163.3728
2951419,-119.772317,35.667468,0.426,58.2168
2951419,-119.772317,35.667468,0.426,71.3232
2951419,-119.772317,35.667468,0.426,83.82
2952662,-119.777576,35.676499,0.426,493.1664
2965110,-119.78553,35.682088,0.426,60.6552
2965748,-119.758713,35.66412,0.426,74.0664
