API,lon,lat,porosity,depth_m
3003280,-119.771291,35.670319,0.426,137.0076
3003280,-119.771291,35.670319,0.426,196.7484
3003280,-119.771291,35.670319,0.426,197.358
3003280,-119.771291,35.670319,0.426,206.1972
3003280,-119.771291,35.670319,0.426,226.0092
3003280,-119.771291,35.670319,0.426,262.5852
3003280,-119.771291,35.670319,0.426,290.6268
3003280,-119.771291,35.670319,0.426,326.898
3005674,-119.772405,35.670232,0.426,151.7904
3005674,-119.772405,35.670232,0.426,206.3496
3005675,-119.774174,35.672383,0.426,117.6528
3012654,-119.761961,35.653615,0.426,110.49
3012654,-119.761961,35.653615,0.426,115.88496
3012654,-119.761961,35.653615,0.426,126.6444
3012654,-119.761961,35.653615,0.426,137.922
3012654,-119.761961,35.653615,0.426,271.4244
3012654,-119.761961,35.653615,0.426,273.2532
3018564,-119.789922,35.689024,0.426,115.824
3018564,-119.789922,35.689024,0.426,220.3704
3038163,-119.8128095,35.71497521,0.426,65.8368
3042314,-119.79455,35.690961,0.426,59.436
3042318,-119.792287,35.689902,0.426,92.6592
3043534,-119.793267,35.68988,0.426,170.0784
3054362,-119.79065,35.686164,0.426,61.5696
2951981,-119.785854,35.687217,0.426,409.6512
2951419,-119.772317,35.667468,0.425,78.6384
2951419,-119.772317,35.667468,0.425,84.1248
2951419,-119.772317,35.667468,0.425,90.5256
2951419,-119.772317,35.667468,0.425,103.3272
2952662,-119.777576,35.676499,0.425,336.1944
2958472,-119.746793,35.636491,0.425,269.748
2965110,-119.78553,35.682088,0.425,60.3504
2965745,-119.759143,35.66477,0.425,28.3464
2972286,-119.748393,35.64041,0.425,369.4176
2980686,-119.77397,35.671468,0.425,128.016
3003280,-119.771291,35.670319,0.425,131.5212
3003280,-119.771291,35.670319,0.425,199.15632
3012140,-119.775735,35.674087,0.425,87.1728
3016932,-119.753739,35.645631,0.425,195.834
3034479,-119.77857,35.691269,0.425,89.3064
3037839,-119.810781,35.704511,0.425,43.8912
3037843,-119.810025,35.70207523,0.425,92.6592
3037926,-119.8018388,35.69067844,0.425,181.356
3038131,-119.794049,35.68888294,0.425,80.772
3038162,-119.8139816,35.71101128,0.425,59.7408
3044742,-119.812413,35.706208,0.425,45.1104
3044749,-119.786814,35.683851,0.425,174.0408
3048800,-119.763368,35.650838,0.425,309.6768
2951419,-119.772317,35.667468,0.424,78.3336
2951419,-119.772317,35.667468,0.424,80.772
2951419,-119.772317,35.667468,0.424,96.9264
2952267,-119.75464,35.649282,0.424,425.196
2958478,-119.743823,35.63615,0.424,221.8944
2963902,-119.760213,35.66018,0.424,123.7488
3003280,-119.771291,35.670319,0.424,193.0908
3003280,-119.771291,35.670319,0.424,200.07072
3003280,-119.771291,35.670319,0.424,205.55712
3005673,-119.77291,35.672123,0.424,184.7088
3011557,-119.77511,35.674278,0.424,277.9776
3012654,-119.761961,35.653615,0.424,113.538
3012654,-119.761961,35.653615,0.424,114.7572
3012654,-119.761961,35.653615,0.424,122.9868
3012654,-119.761961,35.653615,0.424,339.3948
3012654,-119.761961,35.653615,0.424,340.0044
3018564,-119.789922,35.689024,0.424,40.5384
3037839,-119.810781,35.704511,0.424,61.5696
3038162,-119.8139816,35.71101128,0.424,71.9328
3042317,-119.793996,35.68973,0.424,139.5984
3042318,-119.792287,35.689902,0.424,155.448
2951419,-119.772317,35.667468,0.423,54.5592
2951419,-119.772317,35.667468,0.423,65.8368
2951419,-119.772317,35.667468,0.423,87.4776
2951419,-119.772317,35.667468,0.423,97.2312
2958473,-119.744913,35.64086,0.423,238.9632
2961362,-119.784408,35.685615,0.423,283.464
2965110,-119.78553,35.682088,0.423,55.4736
2965745,-119.759143,35.66477,0.423,46.6344
2965748,-119.758713,35.66412,0.423,133.1976
2965748,-119.758713,35.66412,0.423,138.3792
2980686,-119.77397,35.671468,0.423,188.976
3003280,-119.771291,35.670319,0.423,194.9196
3003280,-119.771291,35.670319,0.423,196.4436
3005675,-119.774174,35.672383,0.423,260.604
3007192,-119.73758,35.61775,0.423,648.7668
3016930,-119.753634,35.650313,0.423,164.592
3016932,-119.753739,35.645631,0.423,165.0492
3016932,-119.753739,35.645631,0.423,179.9844
3024045,-119.77015,35.664272,0.423,423.0624
3034479,-119.77857,35.691269,0.423,78.0288
3038057,-119.7966846,35.69089914,0.423,235.9152
3038162,-119.8139816,35.71101128,0.423,53.0352
3038164,-119.8072793,35.71496014,0.423,70.104
3042317,-119.793996,35.68973,0.423,89.0016
3043530,-119.795242,35.691592,0.423,212.7504
3043534,-119.793267,35.68988,0.423,65.532
3043534,-119.793267,35.68988,0.423,74.676
3043534,-119.793267,35.68988,0.423,167.64
3043534,-119.793267,35.68988,0.423,182.2704
3044749,-119.786814,35.683851,0.423,307.848
3048800,-119.763368,35.650838,0.423,135.0264
2951419,-119.772317,35.667468,0.422,55.7784
2951419,-119.772317,35.667468,0.422,71.9328
2951419,-119.772317,35.667468,0.422,90.2208
2951419,-119.772317,35.667468,0.422,101.1936
2951419,-119.772317,35.667468,0.422,73.152
2952267,-119.75464,35.649282,0.422,411.1752
2958472,-119.746793,35.636491,0.422,240.792
2958472,-119.746793,35.636491,0.422,266.7
2965889,-119.724836,35.58974,0.422,1427.988
3001075,-119.771035,35.673243,0.422,155.7528
3002808,-119.771849,35.673545,0.422,121.0056
3003280,-119.771291,35.670319,0.422,262.89
3003280,-119.771291,35.670319,0.422,323.2404
3005675,-119.774174,35.672383,0.422,75.5904
3012654,-119.761961,35.653615,0.422,65.8368
3012654,-119.761961,35.653615,0.422,225.2472
3012654,-119.761961,35.653615,0.422,314.8584
3012654,-119.761961,35.653615,0.422,112.6236
3012654,-119.761961,35.653615,0.422,119.9388
3012654,-119.761961,35.653615,0.422,128.4732
3012654,-119.761961,35.653615,0.422,137.6172
3018564,-119.789922,35.689024,0.422,65.8368
3018564,-119.789922,35.689024,0.422,451.4088
3024045,-119.77015,35.664272,0.422,217.6272
3034264,-119.802826,35.709239,0.422,60.3504
3038131,-119.794049,35.68888294,0.422,66.4464
3038164,-119.8072793,35.71496014,0.422,74.3712
3042314,-119.79455,35.690961,0.422,67.056
2963902,-119.760213,35.66018,0.421,432.2064
2963902,-119.760213,35.66018,0.421,597.1032
2965110,-119.78553,35.682088,0.421,63.3984
2965110,-119.78553,35.682088,0.421,58.2168
2965110,-119.78553,35.682088,0.421,58.8264
2965748,-119.758713,35.66412,0.421,83.82
2965889,-119.724836,35.58974,0.421,804.672
2974685,-119.752773,35.66561,0.421,131.6736
3003280,-119.771291,35.670319,0.421,130.18008
3003280,-119.771291,35.670319,0.421,260.7564
3003280,-119.771291,35.670319,0.421,262.2804
3005675,-119.774174,35.672383,0.421,187.7568
3012654,-119.761961,35.653615,0.421,43.7388
3012654,-119.761961,35.653615,0.421,119.0244
3012654,-119.761961,35.653615,0.421,128.1684
3012654,-119.761961,35.653615,0.421,137.3124
3012654,-119.761961,35.653615,0.421,140.0556
3012654,-119.761961,35.653615,0.421,141.8844
3012654,-119.761961,35.653615,0.421,269.9004
3012654,-119.761961,35.653615,0.421,340.614
3016930,-119.753634,35.650313,0.421,151.4856
3018564,-119.789922,35.689024,0.421,370.0272
3038057,-119.7966846,35.69089914,0.421,90.8304
3038131,-119.794049,35.68888294,0.421,81.0768
3038131,-119.794049,35.68888294,0.421,156.0576
3042317,-119.793996,35.68973,0.421,87.7824
3042317,-119.793996,35.68973,0.421,115.824
2951419,-119.772317,35.667468,0.42,50.292
2951419,-119.772317,35.667468,0.42,50.5968
2951419,-119.772317,35.667468,0.42,52.4256
2951419,-119.772317,35.667468,0.42,82.296
2951419,-119.772317,35.667468,0.42,98.7552
2951419,-119.772317,35.667468,0.42,102.4128
2958478,-119.743823,35.63615,0.42,222.504
2965110,-119.78553,35.682088,0.42,109.728
2965110,-119.78553,35.682088,0.42,62.484
2965745,-119.759143,35.66477,0.42,39.0144
2965889,-119.724836,35.58974,0.42,789.432
2970956,-119.730669,35.625057,0.42,280.416
3003280,-119.771291,35.670319,0.42,192.786
3003280,-119.771291,35.670319,0.42,195.5292
3003280,-119.771291,35.670319,0.42,206.8068
3003280,-119.771291,35.670319,0.42,135.636
3005673,-119.77291,35.672123,0.42,125.5776
3005673,-119.77291,35.672123,0.42,146.6088
3005673,-119.77291,35.672123,0.42,189.5856
3012654,-119.761961,35.653615,0.42,272.9484
3016932,-119.753739,35.645631,0.42,164.4396
3016932,-119.753739,35.645631,0.42,175.7172
3018564,-119.789922,35.689024,0.42,129.54
3034286,-119.787819,35.69991,0.42,87.4776
3038131,-119.794049,35.68888294,0.42,72.2376
3038131,-119.794049,35.68888294,0.42,112.4712
3038162,-119.8139816,35.71101128,0.42,106.68
3038163,-119.8128095,35.71497521,0.42,65.2272
3042311,-119.794643,35.691886,0.42,99.6696
3042318,-119.792287,35.689902,0.42,124.968
3043481,-119.795307,35.692463,0.42,152.4
3043486,-119.796355,35.692524,0.42,151.7904
2951419,-119.772317,35.667468,0.419,56.388
2951419,-119.772317,35.667468,0.419,78.9432
2951419,-119.772317,35.667468,0.419,81.9912
2951419,-119.772317,35.667468,0.419,109.4232
2952662,-119.777576,35.676499,0.419,237.4392
2963902,-119.760213,35.66018,0.419,464.82
3003280,-119.771291,35.670319,0.419,202.81392
3007192,-119.73758,35.61775,0.419,652.08912
3012654,-119.761961,35.653615,0.419,121.7676
3012654,-119.761961,35.653615,0.419,145.2372
3012654,-119.761961,35.653615,0.419,268.6812
3012654,-119.761961,35.653615,0.419,338.1756
3016930,-119.753634,35.650313,0.419,155.448
3016931,-119.752367,35.647972,0.419,202.3872
3016932,-119.753739,35.645631,0.419,183.0324
3022253,-119.80497,35.702535,0.419,191.1096
3022253,-119.80497,35.702535,0.419,208.4832
3024045,-119.77015,35.664272,0.419,421.5384
3034257,-119.801974,35.694261,0.419,123.7488
3038162,-119.8139816,35.71101128,0.419,60.96
3042318,-119.792287,35.689902,0.419,81.6864
3043530,-119.795242,35.691592,0.419,161.8488
3043534,-119.793267,35.68988,0.419,187.1472
3044742,-119.812413,35.706208,0.419,79.248
3044749,-119.786814,35.683851,0.419,73.152
3053682,-119.795831,35.693854,0.419,121.92
2951419,-119.772317,35.667468,0.418,100.8888
2958472,-119.746793,35.636491,0.418,260.604
2958478,-119.743823,35.63615,0.418,208.1784
2965748,-119.758713,35.66412,0.418,85.9536
2980686,-119.77397,35.671468,0.418,313.944
3003280,-119.771291,35.670319,0.418,193.42608
3003280,-119.771291,35.670319,0.418,200.98512
3003280,-119.771291,35.670319,0.418,205.2828
3003280,-119.771291,35.670319,0.418,292.1508
3007192,-119.73758,35.61775,0.418,649.986
3012654,-119.761961,35.653615,0.418,138.8364
3012654,-119.761961,35.653615,0.418,141.2748
3012654,-119.761961,35.653615,0.418,143.77416
3012654,-119.761961,35.653615,0.418,338.4804
3016931,-119.752367,35.647972,0.418,206.0448
3022253,-119.80497,35.702535,0.418,348.0816
3034257,-119.801974,35.694261,0.418,109.728
3038056,-119.8095157,35.70445877,0.418,89.3064
3038131,-119.794049,35.68888294,0.418,67.056
3038131,-119.794049,35.68888294,0.418,201.168
3038162,-119.8139816,35.71101128,0.418,61.5696
3038164,-119.8072793,35.71496014,0.418,201.7776
3042317,-119.793996,35.68973,0.418,69.4944
3043482,-119.793662,35.691535,0.418,195.6816
3043485,-119.79702,35.69292,0.418,77.724
3043530,-119.795242,35.691592,0.418,204.216
3048800,-119.763368,35.650838,0.418,292.3032
2951419,-119.772317,35.667468,0.417,89.6112
2951419,-119.772317,35.667468,0.417,91.44
2951419,-119.772317,35.667468,0.417,104.5464
2952267,-119.75464,35.649282,0.417,286.512
2961362,-119.784408,35.685615,0.417,70.104
2972286,-119.748393,35.64041,0.417,337.1088
3003280,-119.771291,35.670319,0.417,129.8448
3003280,-119.771291,35.670319,0.417,374.5992
3012654,-119.761961,35.653615,0.417,194.4624
3012654,-119.761961,35.653615,0.417,129.0828
3012654,-119.761961,35.653615,0.417,144.04848
3016931,-119.752367,35.647972,0.417,68.2752
3016932,-119.753739,35.645631,0.417,164.1348
3016932,-119.753739,35.645631,0.417,174.1932
3022253,-119.80497,35.702535,0.417,235.3056
3037839,-119.810781,35.704511,0.417,184.7088
3037843,-119.810025,35.70207523,0.417,85.9536
3038056,-119.8095157,35.70445877,0.417,32.6136
3038056,-119.8095157,35.70445877,0.417,87.1728
3038056,-119.8095157,35.70445877,0.417,88.0872
3038162,-119.8139816,35.71101128,0.417,60.3504
3038162,-119.8139816,35.71101128,0.417,104.2416
3038162,-119.8139816,35.71101128,0.417,104.8512
3038163,-119.8128095,35.71497521,0.417,66.4464
3043530,-119.795242,35.691592,0.417,112.776
3043534,-119.793267,35.68988,0.417,167.9448
3044742,-119.812413,35.706208,0.417,59.7408
3053732,-119.7895,35.685268,0.417,148.4376
2951981,-119.785854,35.687217,0.417,306.0192
3022252,-119.806959,35.704389,0.417,94.1832
2951419,-119.772317,35.667468,0.416,53.9496
2951419,-119.772317,35.667468,0.416,84.4296
2951419,-119.772317,35.667468,0.416,99.06
2951419,-119.772317,35.667468,0.416,101.4984
2951419,-119.772317,35.667468,0.416,114.6048
2958472,-119.746793,35.636491,0.416,254.508
2958966,-119.777631,35.674672,0.416,120.7008
2965748,-119.758713,35.66412,0.416,69.1896
2980686,-119.77397,35.671468,0.416,284.6832
3003280,-119.771291,35.670319,0.416,193.7004
3003280,-119.771291,35.670319,0.416,194.6148
3003280,-119.771291,35.670319,0.416,200.406
3003280,-119.771291,35.670319,0.416,206.47152
3003280,-119.771291,35.670319,0.416,138.0744
3005673,-119.77291,35.672123,0.416,145.3896
3005675,-119.774174,35.672383,0.416,241.7064
3005675,-119.774174,35.672383,0.416,256.9464
3012654,-119.761961,35.653615,0.416,129.9972
3012654,-119.761961,35.653615,0.416,130.27152
3012654,-119.761961,35.653615,0.416,139.1412
3012654,-119.761961,35.653615,0.416,329.6412
3012654,-119.761961,35.653615,0.416,337.2612
3018564,-119.789922,35.689024,0.416,64.6176
3024045,-119.77015,35.664272,0.416,201.168
3037843,-119.810025,35.70207523,0.416,60.96
3038131,-119.794049,35.68888294,0.416,155.448
3042317,-119.793996,35.68973,0.416,76.8096
3043481,-119.795307,35.692463,0.416,169.4688
3043530,-119.795242,35.691592,0.416,260.604
3043534,-119.793267,35.68988,0.416,57.912
2958474,-119.744863,35.63973,0.416,113.9952
2951419,-119.772317,35.667468,0.415,48.4632
2951419,-119.772317,35.667468,0.415,53.0352
2951419,-119.772317,35.667468,0.415,55.4736
2951419,-119.772317,35.667468,0.415,69.7992
2951419,-119.772317,35.667468,0.415,74.0664
2951419,-119.772317,35.667468,0.415,75.2856
2951419,-119.772317,35.667468,0.415,75.5904
2951419,-119.772317,35.667468,0.415,83.5152
2951419,-119.772317,35.667468,0.415,93.8784
2965748,-119.758713,35.66412,0.415,67.9704
2970956,-119.730669,35.625057,0.415,270.3576
3003280,-119.771291,35.670319,0.415,202.2348
3005188,-119.772625,35.671204,0.415,128.9304
3005674,-119.772405,35.670232,0.415,160.6296
3007192,-119.73758,35.61775,0.415,634.1364
3007192,-119.73758,35.61775,0.415,651.72336
3012140,-119.775735,35.674087,0.415,128.016
3012654,-119.761961,35.653615,0.415,340.3092
3016930,-119.753634,35.650313,0.415,158.496
3016930,-119.753634,35.650313,0.415,161.544
3037839,-119.810781,35.704511,0.415,65.532
3037839,-119.810781,35.704511,0.415,173.736
3037843,-119.810025,35.70207523,0.415,162.1536
3038056,-119.8095157,35.70445877,0.415,94.488
3038162,-119.8139816,35.71101128,0.415,73.152
3038162,-119.8139816,35.71101128,0.415,87.7824
3042318,-119.792287,35.689902,0.415,97.8408
3043485,-119.79702,35.69292,0.415,129.54
3044742,-119.812413,35.706208,0.415,195.6816
3044749,-119.786814,35.683851,0.415,102.4128
3044749,-119.786814,35.683851,0.415,107.8992
2951419,-119.772317,35.667468,0.414,49.0728
2951419,-119.772317,35.667468,0.414,49.9872
2951419,-119.772317,35.667468,0.414,66.1416
2951419,-119.772317,35.667468,0.414,67.056
2951419,-119.772317,35.667468,0.414,78.0288
2951419,-119.772317,35.667468,0.414,100.2792
2952662,-119.777576,35.676499,0.414,487.9848
2958472,-119.746793,35.636491,0.414,279.5016
2958473,-119.744913,35.64086,0.414,210.312
2958475,-119.745673,35.635161,0.414,239.268
2958475,-119.745673,35.635161,0.414,240.792
2958475,-119.745673,35.635161,0.414,246.888
2958478,-119.743823,35.63615,0.414,259.3848
2958966,-119.777631,35.674672,0.414,181.0512
2961362,-119.784408,35.685615,0.414,284.6832
2963902,-119.760213,35.66018,0.414,287.7312
2965110,-119.78553,35.682088,0.414,117.348
2965110,-119.78553,35.682088,0.414,180.7464
2965742,-119.758383,35.66464,0.414,83.2104
2965889,-119.724836,35.58974,0.414,1395.984
3003280,-119.771291,35.670319,0.414,204.64272
3012654,-119.761961,35.653615,0.414,62.3316
3012654,-119.761961,35.653615,0.414,138.5316
3012654,-119.761961,35.653615,0.414,272.034
3016931,-119.752367,35.647972,0.414,163.9824
3018564,-119.789922,35.689024,0.414,180.1368
3024045,-119.77015,35.664272,0.414,208.1784
3036127,-119.806099,35.709212,0.414,49.3776
3037839,-119.810781,35.704511,0.414,179.2224
3038056,-119.8095157,35.70445877,0.414,192.6336
3038131,-119.794049,35.68888294,0.414,103.3272
3038164,-119.8072793,35.71496014,0.414,68.8848
3043485,-119.79702,35.69292,0.414,141.1224
3044749,-119.786814,35.683851,0.414,82.296
3044749,-119.786814,35.683851,0.414,103.632
3048800,-119.763368,35.650838,0.414,165.5064
3053732,-119.7895,35.685268,0.414,99.3648
3022252,-119.806959,35.704389,0.414,209.7024
2951419,-119.772317,35.667468,0.413,66.4464
2951419,-119.772317,35.667468,0.413,77.4192
2951419,-119.772317,35.667468,0.413,103.0224
2951419,-119.772317,35.667468,0.413,107.2896
2951419,-119.772317,35.667468,0.413,108.204
2951419,-119.772317,35.667468,0.413,110.9472
2970956,-119.730669,35.625057,0.413,288.3408
2972286,-119.748393,35.64041,0.413,327.3552
3001075,-119.771035,35.673243,0.413,111.5568
3005188,-119.772625,35.671204,0.413,115.824
3005188,-119.772625,35.671204,0.413,202.0824
3007192,-119.73758,35.61775,0.413,655.32
3012654,-119.761961,35.653615,0.413,341.55888
3016930,-119.753634,35.650313,0.413,195.3768
3016931,-119.752367,35.647972,0.413,190.5
3016932,-119.753739,35.645631,0.413,153.4668
3016932,-119.753739,35.645631,0.413,173.8884
3024045,-119.77015,35.664272,0.413,155.448
3024045,-119.77015,35.664272,0.413,171.9072
3034264,-119.802826,35.709239,0.413,75.5904
3037843,-119.810025,35.70207523,0.413,104.2416
3038056,-119.8095157,35.70445877,0.413,206.3496
3038057,-119.7966846,35.69089914,0.413,54.864
3038057,-119.7966846,35.69089914,0.413,115.824
3038162,-119.8139816,35.71101128,0.413,95.0976
3042317,-119.793996,35.68973,0.413,153.6192
3042318,-119.792287,35.689902,0.413,82.296
3043482,-119.793662,35.691535,0.413,83.5152
2951981,-119.785854,35.687217,0.413,281.0256
2951419,-119.772317,35.667468,0.412,55.1688
2951419,-119.772317,35.667468,0.412,72.5424
2951419,-119.772317,35.667468,0.412,79.248
2951419,-119.772317,35.667468,0.412,86.5632
2958472,-119.746793,35.636491,0.412,219.456
2958473,-119.744913,35.64086,0.412,214.884
2958475,-119.745673,35.635161,0.412,236.22
2958966,-119.777631,35.674672,0.412,149.0472
2970956,-119.730669,35.625057,0.412,272.1864
2980686,-119.77397,35.671468,0.412,252.984
2980686,-119.77397,35.671468,0.412,323.088
3003280,-119.771291,35.670319,0.412,199.4916
3003280,-119.771291,35.670319,0.412,190.5
3005188,-119.772625,35.671204,0.412,190.8048
3012654,-119.761961,35.653615,0.412,119.3292
3012654,-119.761961,35.653615,0.412,130.6068
3012654,-119.761961,35.653615,0.412,141.5796
3016930,-119.753634,35.650313,0.412,150.2664
3016931,-119.752367,35.647972,0.412,166.7256
3016932,-119.753739,35.645631,0.412,174.8028
3018564,-119.789922,35.689024,0.412,370.6368
3038057,-119.7966846,35.69089914,0.412,94.1832
3038162,-119.8139816,35.71101128,0.412,122.5296
3042318,-119.792287,35.689902,0.412,103.632
3043530,-119.795242,35.691592,0.412,214.884
3022252,-119.806959,35.704389,0.412,205.1304
2951419,-119.772317,35.667468,0.411,85.344
2952662,-119.777576,35.676499,0.411,284.3784
2952662,-119.777576,35.676499,0.411,512.6736
2961362,-119.784408,35.685615,0.411,403.86
2965748,-119.758713,35.66412,0.411,66.7512
2965748,-119.758713,35.66412,0.411,68.8848
2965748,-119.758713,35.66412,0.411,108.204
2980686,-119.77397,35.671468,0.411,265.176
3003280,-119.771291,35.670319,0.411,205.8924
3003280,-119.771291,35.670319,0.411,263.8044
3003280,-119.771291,35.670319,0.411,293.0652
3005674,-119.772405,35.670232,0.411,202.692
3005675,-119.774174,35.672383,0.411,203.3016
3005675,-119.774174,35.672383,0.411,264.5664
3007192,-119.73758,35.61775,0.411,650.9004
3016932,-119.753739,35.645631,0.411,175.4124
3037839,-119.810781,35.704511,0.411,170.688
3038164,-119.8072793,35.71496014,0.411,69.4944
3043486,-119.796355,35.692524,0.411,100.584
3044749,-119.786814,35.683851,0.411,67.6656
2948715,-119.764432,35.664662,0.411,173.736
2951981,-119.785854,35.687217,0.411,404.7744
2951419,-119.772317,35.667468,0.41,66.7512
2951419,-119.772317,35.667468,0.41,113.9952
2952662,-119.777576,35.676499,0.41,252.0696
2958472,-119.746793,35.636491,0.41,263.652
2958473,-119.744913,35.64086,0.41,247.8024
2958475,-119.745673,35.635161,0.41,225.2472
3003280,-119.771291,35.670319,0.41,292.4556
3003280,-119.771291,35.670319,0.41,328.1172
3005188,-119.772625,35.671204,0.41,141.4272
3012654,-119.761961,35.653615,0.41,226.4664
3012654,-119.761961,35.653615,0.41,43.1292
3012654,-119.761961,35.653615,0.41,113.8428
3016931,-119.752367,35.647972,0.41,170.688
3018564,-119.789922,35.689024,0.41,448.9704
3022253,-119.80497,35.702535,0.41,324.612
3024045,-119.77015,35.664272,0.41,417.576
3037839,-119.810781,35.704511,0.41,172.5168
3038163,-119.8128095,35.71497521,0.41,67.056
3038164,-119.8072793,35.71496014,0.41,142.9512
3042317,-119.793996,35.68973,0.41,94.488
3042318,-119.792287,35.689902,0.41,95.0976
2951419,-119.772317,35.667468,0.409,81.3816
2951419,-119.772317,35.667468,0.409,85.0392
2951419,-119.772317,35.667468,0.409,102.108
2951419,-119.772317,35.667468,0.409,108.5088
2958473,-119.744913,35.64086,0.409,196.596
2961362,-119.784408,35.685615,0.409,83.2104
2963902,-119.760213,35.66018,0.409,31.6992
2965110,-119.78553,35.682088,0.409,76.5048
3003280,-119.771291,35.670319,0.409,203.1492
3005188,-119.772625,35.671204,0.409,206.6544
3005674,-119.772405,35.670232,0.409,163.3728
3012654,-119.761961,35.653615,0.409,142.494
3016930,-119.753634,35.650313,0.409,167.64
3032615,-119.804834,35.698862,0.409,187.1472
3037839,-119.810781,35.704511,0.409,178.308
3038131,-119.794049,35.68888294,0.409,65.2272
3042318,-119.792287,35.689902,0.409,99.6696
3042318,-119.792287,35.689902,0.409,175.5648
3043482,-119.793662,35.691535,0.409,121.92
3043485,-119.79702,35.69292,0.409,139.2936
3043530,-119.795242,35.691592,0.409,121.92
3043534,-119.793267,35.68988,0.409,371.2464
3043534,-119.793267,35.68988,0.409,170.9928
2951419,-119.772317,35.667468,0.408,67.3608
2951419,-119.772317,35.667468,0.408,87.7824
2951419,-119.772317,35.667468,0.408,99.3648
2952267,-119.75464,35.649282,0.408,422.148
2958471,-119.746173,35.64249,0.408,186.5376
2963902,-119.760213,35.66018,0.408,293.8272
2965748,-119.758713,35.66412,0.408,74.3712
2970956,-119.730669,35.625057,0.408,268.224
3003280,-119.771291,35.670319,0.408,291.2364
3005674,-119.772405,35.670232,0.408,123.1392
3012654,-119.761961,35.653615,0.408,43.434
3034264,-119.802826,35.709239,0.408,46.9392
3037839,-119.810781,35.704511,0.408,187.7568
3037926,-119.8018388,35.69067844,0.408,192.6336
3038056,-119.8095157,35.70445877,0.408,60.96
3038131,-119.794049,35.68888294,0.408,48.768
3038162,-119.8139816,35.71101128,0.408,71.3232
3043530,-119.795242,35.691592,0.408,80.1624
3043530,-119.795242,35.691592,0.408,273.4056
3043534,-119.793267,35.68988,0.408,177.3936
3044742,-119.812413,35.706208,0.408,147.5232
3053682,-119.795831,35.693854,0.408,112.1664
3053682,-119.795831,35.693854,0.408,144.4752
3053682,-119.795831,35.693854,0.408,185.928
2951419,-119.772317,35.667468,0.407,77.1144
2951419,-119.772317,35.667468,0.407,86.868
2958478,-119.743823,35.63615,0.407,190.1952
2958966,-119.777631,35.674672,0.407,142.0368
2961362,-119.784408,35.685615,0.407,418.4904
2963902,-119.760213,35.66018,0.407,142.0368
2965748,-119.758713,35.66412,0.407,66.4464
2970956,-119.730669,35.625057,0.407,272.796
3003280,-119.771291,35.670319,0.407,204.3684
3005673,-119.77291,35.672123,0.407,152.4
3005675,-119.774174,35.672383,0.407,97.8408
3012654,-119.761961,35.653615,0.407,53.0352
3012654,-119.761961,35.653615,0.407,94.1832
3012654,-119.761961,35.653615,0.407,129.6924
3012654,-119.761961,35.653615,0.407,268.3764
3012654,-119.761961,35.653615,0.407,339.73008
3037843,-119.810025,35.70207523,0.407,117.6528
3038131,-119.794049,35.68888294,0.407,212.1408
3042314,-119.79455,35.690961,0.407,120.0912
3042317,-119.793996,35.68973,0.407,70.104
3043486,-119.796355,35.692524,0.407,103.632
3044749,-119.786814,35.683851,0.407,324.9168
3048800,-119.763368,35.650838,0.407,287.7312
3054362,-119.79065,35.686164,0.407,68.8848
2958474,-119.744863,35.63973,0.407,112.776
2958474,-119.744863,35.63973,0.407,215.1888
2951981,-119.785854,35.687217,0.407,286.512
2951419,-119.772317,35.667468,0.406,73.7616
2951419,-119.772317,35.667468,0.406,77.724
2951419,-119.772317,35.667468,0.406,106.9848
2951419,-119.772317,35.667468,0.406,114.3
2958471,-119.746173,35.64249,0.406,227.076
2970956,-119.730669,35.625057,0.406,267.9192
2972286,-119.748393,35.64041,0.406,359.664
2980686,-119.77397,35.671468,0.406,171.2976
3003280,-119.771291,35.670319,0.406,132.588
3003280,-119.771291,35.670319,0.406,189.2808
3005674,-119.772405,35.670232,0.406,108.204
3012654,-119.761961,35.653615,0.406,131.5212
3012654,-119.761961,35.653615,0.406,142.1892
3012654,-119.761961,35.653615,0.406,270.8148
3012654,-119.761961,35.653615,0.406,342.138
3037843,-119.810025,35.70207523,0.406,173.736
3037926,-119.8018388,35.69067844,0.406,94.1832
3038056,-119.8095157,35.70445877,0.406,62.484
3038162,-119.8139816,35.71101128,0.406,48.1584
3042311,-119.794643,35.691886,0.406,174.9552
3043485,-119.79702,35.69292,0.406,157.5816
3043530,-119.795242,35.691592,0.406,150.876
3053682,-119.795831,35.693854,0.406,116.4336
3053732,-119.7895,35.685268,0.406,152.4
2951981,-119.785854,35.687217,0.406,399.288
2951419,-119.772317,35.667468,0.405,83.2104
2951419,-119.772317,35.667468,0.405,105.7656
2951419,-119.772317,35.667468,0.405,116.1288
2958478,-119.743823,35.63615,0.405,259.08
2963902,-119.760213,35.66018,0.405,250.2408
2963902,-119.760213,35.66018,0.405,458.724
2965889,-119.724836,35.58974,0.405,1423.7208
3005188,-119.772625,35.671204,0.405,171.9072
3005188,-119.772625,35.671204,0.405,179.5272
3005675,-119.774174,35.672383,0.405,78.0288
3012654,-119.761961,35.653615,0.405,42.8244
3012654,-119.761961,35.653615,0.405,123.9012
3012654,-119.761961,35.653615,0.405,130.94208
3016931,-119.752367,35.647972,0.405,83.2104
3016932,-119.753739,35.645631,0.405,175.1076
3018564,-119.789922,35.689024,0.405,235.9152
3018564,-119.789922,35.689024,0.405,371.2464
